Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Month,Profit Margin
ORD-11674,2024-08-25,2024-08-26,Second Class,Reyansh Chatterjee,Consumer,West,Surat,Electronics,Machines,162249.56,5,0.1,21783.32,2024-08,0.134
ORD-17946,2023-12-14,2023-12-18,Same Day,Ananya Gupta,Consumer,East,Guwahati,Electronics,Accessories,50629.56,2,0.0,-2784.72,2023-12,-0.055
ORD-14582,2023-06-12,2023-06-15,Standard,Rohan Kulkarni,Corporate,South,Kochi,Electronics,Accessories,156371.84,5,0.0,31317.97,2023-06,0.2
ORD-15008,2023-06-22,2023-06-23,Standard,Pari Chatterjee,Corporate,South,Chennai,Furniture,Bookcases,37038.73,2,0.3,4847.46,2023-06,0.131
ORD-11077,2024-06-29,2024-07-02,Same Day,Saanvi Reddy,Home Office,North,Jaipur,Office Supplies,Paper,16528.65,7,0.0,6483.6,2024-06,0.392
ORD-11563,2023-02-05,2023-02-07,Express,Saanvi Desai,Corporate,South,Kochi,Electronics,Phones,32626.06,2,0.1,6803.0,2023-02,0.209
ORD-19477,2024-12-26,2024-12-28,Same Day,Arjun Menon,Consumer,North,Lucknow,Furniture,Tables,49576.0,2,0.4,-3773.05,2024-12,-0.076
ORD-10311,2023-11-25,2023-11-27,Second Class,Vivaan Rao,Consumer,South,Kochi,Office Supplies,Paper,11384.1,6,0.15,649.68,2023-11,0.057
ORD-16018,2023-01-09,2023-01-11,Same Day,Riya Verma,Home Office,East,Bhubaneswar,Furniture,Bookcases,25445.16,2,0.3,-3158.07,2023-01,-0.124
ORD-17069,2024-10-26,2024-10-31,Second Class,Priya Desai,Consumer,East,Guwahati,Office Supplies,Binders,4693.65,3,0.1,567.88,2024-10,0.121
ORD-11970,2023-12-06,2023-12-11,Standard,Neha Iyer,Consumer,West,Pune,Electronics,Phones,133260.49,6,0.15,40259.29,2023-12,0.302
ORD-17830,2023-09-19,2023-09-25,Second Class,Priya Nair,Corporate,South,Kochi,Electronics,Copiers,51349.45,3,0.3,4542.95,2023-09,0.088
ORD-16189,2023-01-27,2023-01-29,Same Day,Arjun Reddy,Home Office,North,Jaipur,Office Supplies,Binders,4140.35,8,0.3,1445.27,2023-01,0.349
ORD-11834,2024-10-29,2024-11-05,Second Class,Ishaan Bose,Consumer,West,Mumbai,Office Supplies,Labels,5052.45,6,0.3,965.91,2024-10,0.191
ORD-17242,2023-10-03,2023-10-10,Same Day,Vivaan Pillai,Home Office,East,Kolkata,Furniture,Chairs,70721.08,8,0.4,4306.66,2023-10,0.061
ORD-13416,2023-02-05,2023-02-10,Express,Pari Sharma,Corporate,West,Mumbai,Furniture,Chairs,75444.37,6,0.4,-964.49,2023-02,-0.013
ORD-10422,2024-03-03,2024-03-05,Express,Rohan Kulkarni,Home Office,West,Pune,Furniture,Storage,47240.83,3,0.3,4761.9,2024-03,0.101
ORD-13746,2023-12-03,2023-12-04,Second Class,Vivaan Joshi,Corporate,West,Mumbai,Electronics,Machines,31837.12,1,0.0,8936.9,2023-12,0.281
ORD-19647,2023-01-20,2023-01-21,Same Day,Neha Bose,Consumer,West,Mumbai,Electronics,Accessories,11158.28,1,0.0,713.46,2023-01,0.064
ORD-16536,2024-05-23,2024-05-29,Second Class,Aditya Gupta,Corporate,West,Surat,Electronics,Phones,10510.4,1,0.0,853.47,2024-05,0.081
ORD-13705,2024-04-05,2024-04-10,Express,Sai Gupta,Consumer,North,Chandigarh,Electronics,Machines,12663.78,1,0.0,1691.74,2024-04,0.134
ORD-13743,2024-06-27,2024-06-29,Second Class,Anika Iyer,Corporate,East,Kolkata,Electronics,Copiers,2172.82,1,0.2,199.44,2024-06,0.092
ORD-11474,2024-07-01,2024-07-04,Express,Isha Gupta,Consumer,East,Guwahati,Office Supplies,Labels,2078.9,2,0.4,164.5,2024-07,0.079
ORD-15489,2023-05-25,2023-06-01,Second Class,Vivaan Verma,Corporate,South,Chennai,Furniture,Chairs,137812.32,6,0.15,45490.54,2023-05,0.33
ORD-15157,2023-10-08,2023-10-13,Same Day,Riya Joshi,Corporate,South,Bengaluru,Office Supplies,Labels,2833.88,1,0.2,680.29,2023-10,0.24
ORD-10718,2024-03-14,2024-03-18,Same Day,Rohan Gupta,Consumer,South,Kochi,Office Supplies,Envelopes,2574.74,2,0.3,451.97,2024-03,0.176
ORD-13568,2024-04-01,2024-04-06,Same Day,Rohan Singh,Corporate,South,Kochi,Furniture,Chairs,22152.45,4,0.0,2462.6,2024-04,0.111
ORD-18427,2023-11-01,2023-11-06,Second Class,Sanjay Bose,Corporate,East,Bhubaneswar,Furniture,Chairs,168480.96,8,0.3,148.1,2023-11,0.001
ORD-13268,2023-07-07,2023-07-13,Standard,Ishaan Gupta,Home Office,West,Ahmedabad,Electronics,Machines,266327.18,7,0.0,79264.11,2023-07,0.298
ORD-15738,2023-11-13,2023-11-14,Same Day,Anika Pillai,Corporate,South,Hyderabad,Electronics,Accessories,60560.78,5,0.4,10263.07,2023-11,0.169
ORD-17249,2023-04-11,2023-04-13,Second Class,Reyansh Bose,Corporate,South,Kochi,Furniture,Storage,14773.8,2,0.15,4623.83,2023-04,0.313
ORD-17023,2024-10-06,2024-10-12,Same Day,Kiara Desai,Consumer,South,Kochi,Electronics,Phones,39955.91,6,0.0,8518.64,2024-10,0.213
ORD-13839,2023-04-29,2023-05-01,Standard,Ishaan Desai,Corporate,East,Guwahati,Furniture,Chairs,15545.65,1,0.0,399.97,2023-04,0.026
ORD-15497,2023-03-25,2023-03-27,Standard,Sanjay Reddy,Consumer,South,Chennai,Office Supplies,Envelopes,2122.37,1,0.0,349.53,2023-03,0.165
ORD-12027,2024-11-04,2024-11-08,Standard,Sai Rao,Corporate,North,Delhi,Electronics,Machines,40469.85,2,0.15,5471.28,2024-11,0.135
ORD-17843,2024-10-20,2024-10-22,Express,Karthik Pillai,Consumer,East,Guwahati,Furniture,Tables,23379.33,4,0.4,-1397.16,2024-10,-0.06
ORD-14403,2023-11-05,2023-11-08,Standard,Kiara Nair,Corporate,East,Patna,Electronics,Accessories,86247.88,3,0.0,3522.68,2023-11,0.041
ORD-14364,2024-09-29,2024-10-03,Same Day,Saanvi Desai,Home Office,East,Patna,Office Supplies,Paper,9632.99,8,0.2,963.89,2024-09,0.1
ORD-19572,2023-04-19,2023-04-22,Same Day,Myra Pillai,Consumer,East,Bhubaneswar,Office Supplies,Art,5932.37,2,0.0,570.9,2023-04,0.096
ORD-18193,2024-01-12,2024-01-18,Same Day,Ananya Sharma,Consumer,West,Surat,Electronics,Machines,211827.43,6,0.3,52885.63,2024-01,0.25
ORD-14948,2023-04-14,2023-04-17,Second Class,Kiara Desai,Consumer,South,Bengaluru,Office Supplies,Paper,912.74,4,0.0,266.97,2023-04,0.292
ORD-11022,2024-10-02,2024-10-06,Same Day,Anika Sharma,Home Office,South,Hyderabad,Office Supplies,Envelopes,365.48,2,0.0,77.63,2024-10,0.212
ORD-10890,2023-12-21,2023-12-22,Standard,Pari Joshi,Consumer,East,Kolkata,Furniture,Storage,60913.24,7,0.0,3385.69,2023-12,0.056
ORD-13005,2023-09-17,2023-09-23,Express,Aadhya Chatterjee,Consumer,North,Lucknow,Office Supplies,Paper,8759.6,5,0.3,2728.34,2023-09,0.311
ORD-16449,2023-09-27,2023-10-01,Second Class,Krishna Singh,Consumer,West,Ahmedabad,Furniture,Bookcases,149902.96,8,0.0,43815.71,2023-09,0.292
ORD-11960,2024-12-24,2024-12-29,Same Day,Isha Pillai,Consumer,South,Kochi,Electronics,Accessories,22092.04,7,0.15,3996.09,2024-12,0.181
ORD-17725,2023-07-16,2023-07-17,Same Day,Vivaan Nair,Consumer,North,Chandigarh,Office Supplies,Labels,3590.94,3,0.15,1103.4,2023-07,0.307
ORD-15837,2024-10-26,2024-10-31,Standard,Riya Patel,Home Office,East,Bhubaneswar,Electronics,Accessories,104362.72,7,0.0,16511.16,2024-10,0.158
ORD-12998,2024-09-26,2024-10-03,Standard,Neha Nair,Consumer,West,Pune,Furniture,Tables,96241.19,4,0.2,4649.39,2024-09,0.048
ORD-10265,2024-12-10,2024-12-11,Express,Vihaan Sharma,Consumer,East,Patna,Furniture,Bookcases,132188.47,6,0.15,6984.86,2024-12,0.053
ORD-15689,2024-12-28,2025-01-02,Standard,Aadhya Verma,Home Office,East,Guwahati,Furniture,Tables,38299.53,2,0.0,6902.13,2024-12,0.18
ORD-17077,2024-10-30,2024-11-02,Same Day,Vihaan Menon,Corporate,North,Jaipur,Electronics,Machines,9695.66,8,0.2,2082.62,2024-10,0.215
ORD-15326,2023-05-11,2023-05-16,Standard,Rohan Rao,Consumer,East,Patna,Office Supplies,Paper,7227.16,3,0.1,-228.42,2023-05,-0.032
ORD-10248,2023-06-09,2023-06-10,Standard,Myra Kulkarni,Consumer,East,Bhubaneswar,Furniture,Tables,23686.23,3,0.4,-4012.98,2023-06,-0.169
ORD-17835,2023-12-19,2023-12-25,Same Day,Aadhya Gupta,Consumer,South,Chennai,Office Supplies,Labels,1457.94,7,0.4,333.02,2023-12,0.228
ORD-16968,2023-06-24,2023-06-28,Standard,Krishna Pillai,Consumer,West,Surat,Electronics,Phones,138174.51,4,0.0,25097.43,2023-06,0.182
ORD-10173,2023-05-02,2023-05-04,Same Day,Meera Rao,Home Office,West,Surat,Furniture,Tables,94001.91,7,0.0,27560.05,2023-05,0.293
ORD-17237,2023-10-04,2023-10-05,Same Day,Reyansh Reddy,Corporate,North,Chandigarh,Furniture,Bookcases,3790.21,1,0.0,982.89,2023-10,0.259
ORD-14929,2024-04-04,2024-04-09,Same Day,Priya Iyer,Home Office,West,Ahmedabad,Furniture,Chairs,10354.39,5,0.4,203.22,2024-04,0.02
ORD-13014,2024-02-13,2024-02-18,Same Day,Sanjay Sharma,Corporate,South,Bengaluru,Electronics,Machines,5393.28,1,0.0,1182.92,2024-02,0.219
ORD-19339,2024-07-02,2024-07-07,Standard,Krishna Sharma,Corporate,North,Chandigarh,Office Supplies,Paper,6779.13,7,0.0,1893.72,2024-07,0.279
ORD-14840,2023-06-21,2023-06-28,Standard,Kiara Gupta,Corporate,West,Ahmedabad,Furniture,Bookcases,8599.79,3,0.2,2098.43,2023-06,0.244
ORD-12995,2023-04-01,2023-04-02,Express,Arjun Kulkarni,Home Office,West,Ahmedabad,Electronics,Copiers,64560.66,3,0.0,9177.1,2023-04,0.142
ORD-17493,2023-06-01,2023-06-05,Express,Rohan Iyer,Corporate,North,Delhi,Office Supplies,Labels,11966.22,4,0.0,1985.61,2023-06,0.166
ORD-14007,2024-08-25,2024-08-29,Same Day,Diya Nair,Corporate,West,Pune,Office Supplies,Labels,21066.51,8,0.15,2274.51,2024-08,0.108
ORD-14274,2024-06-16,2024-06-23,Standard,Rohan Verma,Consumer,East,Bhubaneswar,Furniture,Tables,114339.16,6,0.0,-6775.42,2024-06,-0.059
ORD-14820,2024-06-24,2024-06-28,Same Day,Arjun Iyer,Consumer,West,Mumbai,Furniture,Storage,90300.2,8,0.2,20430.75,2024-06,0.226
ORD-18479,2024-08-25,2024-08-27,Standard,Rohan Rao,Home Office,North,Lucknow,Electronics,Phones,166507.01,5,0.1,33855.69,2024-08,0.203
ORD-18059,2024-01-30,2024-02-03,Second Class,Vivaan Kulkarni,Home Office,South,Kochi,Electronics,Machines,73436.64,3,0.3,22029.66,2024-01,0.3
ORD-16620,2023-03-14,2023-03-18,Standard,Meera Verma,Home Office,West,Mumbai,Office Supplies,Paper,6260.17,3,0.0,1147.91,2023-03,0.183
ORD-10843,2024-07-04,2024-07-05,Same Day,Vivaan Reddy,Consumer,West,Pune,Furniture,Chairs,7718.92,1,0.15,2089.16,2024-07,0.271
ORD-11217,2023-04-03,2023-04-09,Express,Isha Verma,Consumer,South,Bengaluru,Office Supplies,Art,7357.3,3,0.0,659.81,2023-04,0.09
ORD-12841,2023-01-04,2023-01-06,Express,Ananya Menon,Corporate,East,Guwahati,Office Supplies,Art,4401.18,2,0.1,958.05,2023-01,0.218
ORD-10895,2023-02-14,2023-02-17,Same Day,Rohan Nair,Consumer,North,Delhi,Furniture,Storage,77128.5,6,0.1,23038.3,2023-02,0.299
ORD-18631,2024-12-03,2024-12-07,Second Class,Ishaan Iyer,Consumer,East,Kolkata,Office Supplies,Labels,1086.8,1,0.15,124.86,2024-12,0.115
ORD-15452,2023-03-16,2023-03-19,Same Day,Isha Iyer,Corporate,West,Mumbai,Furniture,Tables,19856.89,4,0.3,-575.37,2023-03,-0.029
ORD-12443,2023-01-08,2023-01-09,Standard,Karthik Verma,Corporate,North,Lucknow,Furniture,Tables,11254.44,2,0.0,2132.21,2023-01,0.189
ORD-12109,2024-03-05,2024-03-06,Express,Arjun Chatterjee,Home Office,North,Delhi,Furniture,Storage,12077.24,1,0.0,2828.22,2024-03,0.234
ORD-17761,2023-02-06,2023-02-11,Express,Anika Verma,Home Office,North,Chandigarh,Office Supplies,Envelopes,15847.62,7,0.1,1983.25,2023-02,0.125
ORD-19004,2023-02-18,2023-02-22,Express,Anika Menon,Corporate,East,Bhubaneswar,Office Supplies,Envelopes,3774.08,2,0.2,-137.74,2023-02,-0.036
ORD-14270,2024-09-06,2024-09-09,Same Day,Vivaan Rao,Home Office,South,Chennai,Office Supplies,Paper,15570.64,8,0.3,5403.3,2024-09,0.347
ORD-11678,2024-06-14,2024-06-20,Express,Sai Nair,Corporate,East,Patna,Office Supplies,Envelopes,4960.09,2,0.0,270.48,2024-06,0.055
ORD-18935,2024-02-06,2024-02-10,Express,Krishna Singh,Home Office,North,Jaipur,Electronics,Accessories,300247.24,8,0.0,83392.3,2024-02,0.278
ORD-14171,2024-03-23,2024-03-27,Same Day,Meera Nair,Consumer,East,Bhubaneswar,Furniture,Storage,62548.47,8,0.3,-2666.05,2024-03,-0.043
ORD-17939,2024-06-25,2024-07-02,Same Day,Reyansh Reddy,Home Office,East,Patna,Furniture,Storage,126620.52,7,0.2,29956.36,2024-06,0.237
ORD-16304,2024-06-28,2024-07-05,Express,Anika Bose,Consumer,West,Surat,Electronics,Machines,52804.85,4,0.15,9929.49,2024-06,0.188
ORD-18316,2024-04-17,2024-04-21,Standard,Vivaan Gupta,Home Office,East,Guwahati,Office Supplies,Binders,4531.56,4,0.2,1062.16,2024-04,0.234
ORD-13960,2024-03-21,2024-03-26,Standard,Kiara Verma,Corporate,East,Guwahati,Office Supplies,Labels,2804.99,1,0.3,101.32,2024-03,0.036
ORD-19360,2023-10-06,2023-10-12,Standard,Ishaan Reddy,Consumer,East,Patna,Furniture,Storage,23076.69,5,0.3,-252.24,2023-10,-0.011
ORD-14733,2023-01-31,2023-02-05,Express,Riya Sharma,Corporate,West,Mumbai,Electronics,Accessories,73162.44,8,0.4,17917.26,2023-01,0.245
ORD-18149,2024-03-10,2024-03-12,Express,Aditya Verma,Home Office,West,Mumbai,Office Supplies,Labels,12648.09,6,0.3,2943.7,2024-03,0.233
ORD-11668,2023-11-01,2023-11-05,Express,Myra Reddy,Corporate,South,Hyderabad,Electronics,Accessories,28512.63,5,0.0,8771.15,2023-11,0.308
ORD-18557,2023-04-25,2023-04-28,Same Day,Neha Desai,Corporate,East,Patna,Electronics,Phones,239079.28,8,0.0,24497.67,2023-04,0.102
ORD-10482,2023-03-13,2023-03-17,Second Class,Sai Joshi,Consumer,East,Kolkata,Office Supplies,Art,965.27,4,0.3,86.47,2023-03,0.09
ORD-18667,2024-05-22,2024-05-29,Second Class,Saanvi Menon,Corporate,East,Guwahati,Furniture,Chairs,108886.85,7,0.0,-5670.33,2024-05,-0.052
ORD-11203,2024-01-19,2024-01-21,Second Class,Sanjay Menon,Consumer,East,Bhubaneswar,Furniture,Bookcases,12676.14,7,0.4,674.19,2024-01,0.053
ORD-12115,2023-03-30,2023-04-04,Same Day,Ishaan Gupta,Consumer,North,Lucknow,Electronics,Machines,11180.14,1,0.2,3058.87,2023-03,0.274
ORD-16938,2024-10-19,2024-10-25,Same Day,Krishna Desai,Corporate,North,Lucknow,Furniture,Storage,61855.19,3,0.3,-5440.75,2024-10,-0.088
ORD-19699,2024-12-08,2024-12-13,Same Day,Priya Gupta,Consumer,North,Jaipur,Electronics,Copiers,33974.74,1,0.1,7563.85,2024-12,0.223
ORD-19530,2023-07-23,2023-07-25,Same Day,Ishaan Gupta,Consumer,North,Delhi,Office Supplies,Binders,301.7,4,0.0,83.21,2023-07,0.276
ORD-13326,2024-02-17,2024-02-22,Second Class,Sai Iyer,Consumer,East,Bhubaneswar,Office Supplies,Binders,15357.41,8,0.3,2909.36,2024-02,0.189
ORD-10729,2024-03-28,2024-04-03,Express,Arjun Gupta,Home Office,North,Lucknow,Office Supplies,Paper,20422.84,8,0.15,3917.91,2024-03,0.192
ORD-14473,2023-05-01,2023-05-07,Standard,Sanjay Chatterjee,Corporate,South,Bengaluru,Office Supplies,Paper,7582.9,4,0.4,1694.35,2023-05,0.223
ORD-11856,2024-11-19,2024-11-22,Express,Reyansh Kulkarni,Corporate,West,Mumbai,Electronics,Accessories,22372.45,5,0.15,3052.93,2024-11,0.136
ORD-12624,2023-04-02,2023-04-09,Same Day,Myra Menon,Corporate,South,Kochi,Office Supplies,Labels,5372.53,3,0.0,325.14,2023-04,0.061
ORD-12899,2023-04-18,2023-04-24,Standard,Aditya Bose,Corporate,South,Hyderabad,Office Supplies,Binders,1742.67,4,0.0,430.21,2023-04,0.247
ORD-14398,2023-02-06,2023-02-12,Express,Krishna Rao,Corporate,East,Bhubaneswar,Office Supplies,Binders,1037.14,2,0.2,138.8,2023-02,0.134
ORD-17040,2023-04-18,2023-04-25,Second Class,Krishna Menon,Consumer,North,Lucknow,Electronics,Copiers,92095.35,8,0.3,11140.39,2023-04,0.121
ORD-18612,2024-06-19,2024-06-24,Express,Meera Joshi,Corporate,South,Chennai,Electronics,Accessories,70025.94,2,0.1,4923.62,2024-06,0.07
ORD-19362,2024-01-31,2024-02-04,Standard,Saanvi Verma,Home Office,South,Bengaluru,Electronics,Phones,239231.69,8,0.15,72779.7,2024-01,0.304
ORD-12051,2024-06-08,2024-06-09,Same Day,Aditya Pillai,Consumer,South,Chennai,Office Supplies,Paper,802.51,1,0.15,51.78,2024-06,0.065
ORD-16921,2024-10-25,2024-11-01,Second Class,Aarav Reddy,Consumer,South,Kochi,Furniture,Chairs,32133.85,3,0.4,-358.24,2024-10,-0.011
ORD-18614,2024-02-01,2024-02-08,Second Class,Sai Rao,Consumer,South,Hyderabad,Furniture,Storage,70093.86,4,0.4,-4671.66,2024-02,-0.067
ORD-19033,2024-04-16,2024-04-23,Same Day,Meera Nair,Consumer,North,Lucknow,Electronics,Accessories,4388.13,2,0.2,885.16,2024-04,0.202
ORD-16693,2023-11-11,2023-11-17,Express,Pari Kulkarni,Corporate,South,Kochi,Electronics,Machines,40579.96,6,0.0,9085.88,2023-11,0.224
ORD-12594,2024-12-29,2025-01-01,Second Class,Krishna Joshi,Corporate,West,Surat,Office Supplies,Envelopes,3127.11,2,0.3,805.49,2024-12,0.258
ORD-13138,2024-06-06,2024-06-08,Standard,Sai Gupta,Consumer,East,Guwahati,Electronics,Accessories,173028.23,7,0.1,14988.04,2024-06,0.087
ORD-19079,2024-12-02,2024-12-09,Express,Aadhya Nair,Consumer,West,Pune,Electronics,Machines,42819.67,7,0.0,8393.13,2024-12,0.196
ORD-14908,2024-10-25,2024-10-28,Same Day,Meera Patel,Home Office,South,Bengaluru,Furniture,Chairs,22912.49,1,0.2,6173.74,2024-10,0.269
ORD-14737,2023-07-10,2023-07-11,Express,Kiara Reddy,Corporate,East,Bhubaneswar,Furniture,Chairs,30307.76,2,0.0,-942.72,2023-07,-0.031
ORD-16255,2023-04-23,2023-04-25,Same Day,Meera Reddy,Corporate,West,Pune,Office Supplies,Envelopes,5166.2,8,0.0,945.68,2023-04,0.183
ORD-19417,2024-12-08,2024-12-11,Same Day,Anika Rao,Home Office,West,Mumbai,Furniture,Tables,34330.52,2,0.0,4896.69,2024-12,0.143
ORD-12997,2023-08-08,2023-08-09,Same Day,Vivaan Patel,Corporate,East,Kolkata,Office Supplies,Paper,8529.1,3,0.4,-175.05,2023-08,-0.021
ORD-16606,2024-05-29,2024-06-03,Express,Aadhya Bose,Home Office,West,Mumbai,Furniture,Bookcases,103262.43,5,0.0,41519.12,2024-05,0.402
ORD-17385,2024-01-27,2024-01-28,Standard,Pari Menon,Consumer,West,Ahmedabad,Electronics,Accessories,286931.19,8,0.4,39858.38,2024-01,0.139
ORD-13082,2023-07-16,2023-07-22,Express,Neha Patel,Home Office,East,Bhubaneswar,Furniture,Chairs,91734.06,4,0.1,25421.29,2023-07,0.277
ORD-18357,2023-12-22,2023-12-26,Second Class,Kiara Iyer,Corporate,East,Guwahati,Furniture,Bookcases,60534.66,4,0.15,10952.17,2023-12,0.181
ORD-15750,2024-06-28,2024-07-05,Express,Saanvi Joshi,Consumer,East,Patna,Furniture,Tables,55185.23,4,0.0,4679.8,2024-06,0.085
ORD-12203,2024-10-28,2024-10-30,Express,Vihaan Rao,Corporate,South,Hyderabad,Furniture,Tables,64125.01,3,0.15,16093.36,2024-10,0.251
ORD-16318,2024-12-10,2024-12-15,Standard,Riya Reddy,Consumer,East,Bhubaneswar,Furniture,Chairs,29879.92,3,0.0,6544.83,2024-12,0.219
ORD-13941,2024-05-14,2024-05-16,Express,Myra Reddy,Home Office,West,Surat,Furniture,Bookcases,23506.76,5,0.4,2994.02,2024-05,0.127
ORD-19173,2023-07-10,2023-07-16,Standard,Anika Kulkarni,Corporate,East,Bhubaneswar,Office Supplies,Paper,5992.27,3,0.0,-199.9,2023-07,-0.033
ORD-13023,2023-01-17,2023-01-19,Express,Isha Singh,Corporate,West,Ahmedabad,Furniture,Storage,14162.71,3,0.0,1500.59,2023-01,0.106
ORD-13183,2024-01-22,2024-01-23,Second Class,Krishna Chatterjee,Corporate,West,Ahmedabad,Office Supplies,Envelopes,4474.69,8,0.0,852.06,2024-01,0.19
ORD-13802,2024-04-11,2024-04-18,Same Day,Ishaan Chatterjee,Home Office,South,Chennai,Office Supplies,Art,933.39,3,0.1,245.05,2024-04,0.263
ORD-15848,2024-02-24,2024-02-26,Express,Rohan Gupta,Home Office,South,Hyderabad,Furniture,Storage,92947.84,5,0.15,17061.94,2024-02,0.184
ORD-16642,2024-06-05,2024-06-09,Express,Aditya Nair,Corporate,South,Chennai,Office Supplies,Binders,12698.58,6,0.1,3907.68,2024-06,0.308
ORD-11272,2024-03-06,2024-03-07,Same Day,Meera Verma,Consumer,East,Guwahati,Furniture,Storage,90329.92,6,0.15,-4673.57,2024-03,-0.052
ORD-11808,2024-11-13,2024-11-20,Express,Anika Pillai,Corporate,South,Chennai,Furniture,Chairs,2582.63,1,0.4,95.52,2024-11,0.037
ORD-17965,2023-07-16,2023-07-20,Second Class,Ananya Sharma,Home Office,North,Delhi,Office Supplies,Envelopes,1723.42,5,0.1,347.51,2023-07,0.202
ORD-14578,2023-05-21,2023-05-27,Second Class,Sanjay Sharma,Home Office,South,Hyderabad,Office Supplies,Paper,3398.38,5,0.2,1114.81,2023-05,0.328
ORD-15936,2024-05-19,2024-05-26,Second Class,Aadhya Nair,Consumer,West,Pune,Office Supplies,Art,2971.23,5,0.0,940.5,2024-05,0.317
ORD-19680,2024-10-26,2024-11-02,Second Class,Reyansh Joshi,Home Office,West,Mumbai,Furniture,Chairs,110408.48,6,0.1,21558.83,2024-10,0.195
ORD-10166,2023-09-25,2023-10-01,Standard,Vivaan Reddy,Home Office,East,Guwahati,Office Supplies,Envelopes,3005.61,6,0.1,111.38,2023-09,0.037
ORD-11291,2023-05-04,2023-05-07,Second Class,Aditya Kulkarni,Home Office,North,Delhi,Office Supplies,Binders,23637.85,8,0.1,3418.81,2023-05,0.145
ORD-14831,2023-12-05,2023-12-06,Second Class,Arjun Gupta,Corporate,South,Chennai,Office Supplies,Envelopes,17031.74,6,0.0,3641.36,2023-12,0.214
ORD-14108,2023-12-24,2023-12-28,Express,Pari Bose,Home Office,West,Pune,Office Supplies,Envelopes,4083.77,5,0.2,1183.66,2023-12,0.29
ORD-16690,2023-07-14,2023-07-16,Standard,Ananya Kulkarni,Home Office,East,Patna,Furniture,Tables,118764.87,8,0.0,30122.04,2023-07,0.254
ORD-11400,2024-07-15,2024-07-17,Standard,Vivaan Menon,Home Office,North,Chandigarh,Office Supplies,Labels,2943.67,3,0.0,902.69,2024-07,0.307
ORD-13538,2024-12-03,2024-12-10,Second Class,Anika Gupta,Corporate,North,Lucknow,Furniture,Tables,44492.65,4,0.0,13336.53,2024-12,0.3
ORD-11456,2023-07-03,2023-07-04,Same Day,Saanvi Menon,Home Office,East,Bhubaneswar,Office Supplies,Envelopes,5577.94,5,0.3,56.9,2023-07,0.01
ORD-12820,2024-06-02,2024-06-04,Second Class,Riya Kulkarni,Consumer,North,Lucknow,Electronics,Machines,77297.53,2,0.0,4055.87,2024-06,0.052
ORD-16753,2024-03-01,2024-03-06,Standard,Riya Iyer,Consumer,East,Bhubaneswar,Furniture,Storage,64704.71,5,0.2,2748.29,2024-03,0.042
ORD-10946,2023-01-06,2023-01-09,Second Class,Pari Joshi,Home Office,South,Bengaluru,Office Supplies,Envelopes,1432.56,4,0.4,314.15,2023-01,0.219
ORD-15584,2024-05-09,2024-05-10,Express,Neha Patel,Corporate,South,Kochi,Office Supplies,Art,2586.01,5,0.0,810.8,2024-05,0.314
ORD-19500,2023-10-30,2023-11-05,Second Class,Anika Gupta,Home Office,North,Jaipur,Electronics,Copiers,30337.24,2,0.4,4690.25,2023-10,0.155
ORD-19133,2023-05-29,2023-05-30,Second Class,Ishaan Singh,Consumer,South,Kochi,Office Supplies,Labels,4539.76,4,0.0,1269.45,2023-05,0.28
ORD-18353,2024-11-23,2024-11-30,Standard,Anika Joshi,Corporate,North,Chandigarh,Furniture,Chairs,26784.2,4,0.1,3824.3,2024-11,0.143
ORD-14896,2023-08-27,2023-09-02,Second Class,Anika Pillai,Consumer,East,Bhubaneswar,Electronics,Copiers,167062.78,5,0.15,32078.01,2023-08,0.192
ORD-10138,2023-05-23,2023-05-25,Express,Diya Desai,Consumer,South,Hyderabad,Electronics,Accessories,281022.54,8,0.0,48067.46,2023-05,0.171
ORD-19682,2024-08-25,2024-08-27,Same Day,Neha Iyer,Home Office,North,Lucknow,Electronics,Machines,6635.89,1,0.2,1712.18,2024-08,0.258
ORD-14238,2024-04-20,2024-04-26,Standard,Karthik Pillai,Consumer,East,Guwahati,Office Supplies,Paper,14590.27,5,0.2,978.79,2024-04,0.067
ORD-19702,2023-02-18,2023-02-21,Same Day,Rohan Reddy,Consumer,East,Bhubaneswar,Office Supplies,Binders,11574.66,8,0.15,1065.86,2023-02,0.092
ORD-14609,2024-10-18,2024-10-20,Standard,Isha Menon,Home Office,East,Guwahati,Furniture,Storage,50928.5,5,0.2,10694.58,2024-10,0.21
ORD-12030,2023-03-08,2023-03-14,Second Class,Kiara Desai,Corporate,North,Delhi,Furniture,Bookcases,66517.63,8,0.15,15657.63,2023-03,0.235
ORD-10393,2023-01-10,2023-01-11,Express,Diya Patel,Corporate,South,Hyderabad,Electronics,Phones,72489.78,8,0.0,5705.99,2023-01,0.079
ORD-11448,2023-05-08,2023-05-13,Same Day,Ananya Verma,Consumer,East,Guwahati,Office Supplies,Labels,5503.3,2,0.3,844.01,2023-05,0.153
ORD-14839,2023-10-23,2023-10-25,Second Class,Rohan Nair,Consumer,East,Guwahati,Electronics,Phones,92770.77,7,0.0,-4040.5,2023-10,-0.044
ORD-12774,2023-02-03,2023-02-08,Standard,Sanjay Gupta,Corporate,South,Bengaluru,Furniture,Storage,71817.63,4,0.1,24159.16,2023-02,0.336
